5 7 2
3 1 2
9 5 2
9 7 2
1 3 2
6 2 2
7 9 3
7 5 3
5 9 3
5 7 3
9 5 3
9 7 3
2 6 3
3 1 3
6 2 3
7 9 4
7 5 4
5 9 4
5 7 4
1 3 4
2 6 4
3 1 4
9 5 4
9 7 4
5 9 5
7 9 5
7 5 5
9 5 5
9 7 5
6 2 5
1 3 5
2 6 5
7 9 6
6 2 6
5 9 6
5 7 6
2 6 6
3 1 6
1 3 6
9 5 6
9 7 6
3 1 7
5 9 7
7 9 7
7 5 7
1 3 7
9 5 7
9 7 7
6 2 7
7 9 8
5 9 8
5 7 8
3 1 8
1 3 8
2 6 8
3 1 9
9 5 9
9 7 9
1 3 9
7 9 9
7 5 9
6 2 9
5 9 9
5 7 9
9 5 10
9 7 10
3 1 10
7 9 10
7 5 10
5 9 10
5 7 10
1 3 10
2 6 10
3 1 11
1 3 11
9 5 11
9 7 11
7 9 11
7 5 11
6 2 11
3 1 12
1 3 12
9 7 12
2 6 12
5 9 12
5 7 12
7 9 12
7 5 12
5 7 13
7 5 13
3 1 13
9 5 13
9 7 13
1 3 13
3 1 14
5 9 14
5 7 14
9 5 14
7 9 14
7 5 14
9 7 15
1 3 15
5 9 15
5 7 15
8 6 15
7 9 15
7 5 15
3 1 16
6 8 16
1 3 16
5 7 16
9 5 16
9 7 16
8 6 17
6 8 17
7 9 17
7 5 17
3 1 17
5 9 17
5 7 17
1 3 18
9 5 18
9 7 18
8 6 18
7 9 19
3 1 19
1 3 19
9 7 19
6 8 19
7 9 20
8 6 20
3 1 20
9 7 20
6 8 20
8 6 21
6 8 21
7 9 21
9 7 22
8 6 22
6 8 22
7 9 22
8 6 23
9 7 23
7 9 23
6 8 23
8 6 24
6 8 25
8 6 25
6 8 26
8 6 26
6 8 27
8 6 27
6 8 28
9 11 28
2 0 29
8 6 29
11 9 29
0 2 29
7 9 29
9 11 29
6 8 29
8 6 30
2 0 30
11 9 30
7 9 30
9 7 30
9 11 30
11 9 31
6 8 31
0 2 31
9 11 32
2 0 32
11 9 32
8 6 32
0 2 32
2 0 33
6 8 33
0 2 33
8 6 33
9 11 33
6 8 34
11 9 34
2 0 34
8 6 34
6 8 35
9 11 35
11 9 35
0 2 35
8 6 35
9 11 36
11 9 36
2 0 36
6 8 36
0 2 37
9 11 37
8 6 37
3 1 37
1 3 38
11 9 38
2 0 38
0 2 39
3 1 39
2 0 39
1 3 39
9 11 39
3 1 40
1 3 40
11 9 40
0 2 40
2 0 41
9 11 41
11 9 41
3 1 41
0 2 41
1 3 42
2 0 42
9 11 42
11 9 43
3 1 43
0 2 43
2 0 44
9 11 44
1 3 44
0 2 44
3 1 45
11 9 45
1 3 45
2 0 45
0 2 46
3 1 46
2 0 46
1 3 46
9 11 46
11 9 47
0 2 47
3 1 47
2 0 48
1 3 48
9 11 48
0 2 48
3 1 48
2 0 49
0 2 49
11 9 49
1 3 49
3 1 49
9 11 49
2 0 50
0 2 50
11 9 50
1 3 50
3 1 51
9 11 51
2 0 51
0 2 51
1 3 51
2 0 52
11 9 52
3 1 52
0 2 52
1 3 52
9 11 52
2 0 53
11 9 53
0 2 53
9 11 53
3 1 53
11 9 54
9 11 54
2 0 54
0 2 54
1 3 54
3 1 55
2 0 55
1 3 55
11 9 55
0 2 55
2 0 56
3 1 56
9 11 56
11 9 56
0 2 56
1 3 57
2 0 57
0 2 57
3 1 57
7 9 57
9 7 57
9 11 57
7 9 58
1 3 58
11 9 58
2 0 58
3 1 59
1 3 59
9 7 59
9 11 59
7 9 59
11 9 59
0 2 59
9 7 60
2 0 60
3 1 60
0 2 60
7 9 60
1 3 60
2 0 61
3 1 61
9 7 61
7 9 62
9 7 62
1 3 62
3 1 63
7 9 63
1 3 64
3 1 64
9 7 64
7 9 65
1 3 65
3 1 65
9 7 66
1 3 66
3 1 66
7 9 66
1 3 67
9 7 67
3 1 67
1 3 68
7 9 68
9 7 68
3 1 68
1 3 69
7 9 69
3 1 69
9 7 70
1 3 70
3 1 71
7 9 71
1 3 71
9 7 71
7 9 72
3 1 72
1 3 73
9 7 73
7 9 74
3 1 74
1 3 74
9 7 75
3 1 75
7 9 75
1 3 76
9 7 76
7 9 76
3 1 76
9 7 77
1 3 77
3 1 78
1 3 78
7 9 78
9 7 78
7 9 79
3 1 79
9 7 80
7 9 80
1 3 80
9 7 81
3 1 81
7 9 81
1 3 81
3 1 82
9 7 82
1 3 82
7 9 83
9 7 83
3 1 83
1 3 83
6 2 83
2 6 83
6 2 84
7 9 84
3 1 84
2 6 84
1 3 85
3 1 85
9 7 85
1 3 86
7 9 86
9 7 86
3 1 86
2 6 87
6 2 87
1 3 87
7 9 87
2 6 88
9 7 88
6 2 88
2 6 89
7 9 89
9 7 89
6 2 89
7 9 90
2 6 90
9 7 90
6 2 91
9 7 92
2 6 92
6 2 93
2 6 93
6 2 94
9 7 94
2 6 95
6 2 95
3 1 95
7 9 95
1 3 96
2 6 96
6 2 96
9 7 96
3 1 96
7 9 96
9 7 97
7 9 97
1 3 97
2 6 97
3 1 97
6 2 97
2 6 98
1 3 98
6 2 98
2 6 99
3 1 99
6 2 100
2 6 100
1 3 100
6 2 101
3 1 101
2 6 102
6 2 102
1 3 102
3 1 103
2 6 103
6 2 103
1 3 104
2 6 104
3 1 104
6 2 104
1 3 105
2 6 105
6 2 105
3 1 105
2 6 106
1 3 106
3 1 106
1 3 107
6 2 107
3 1 108
2 6 108
1 3 108
3 1 109
6 2 109
2 6 109
1 3 109
6 2 110
2 6 110
3 1 110
1 3 110
6 2 111
2 6 111
3 1 111
1 3 112
6 2 112
2 6 112
3 1 113
1 3 113
6 2 113
3 1 114
1 3 114
2 6 114
8 6 115
6 2 115
6 8 115
3 1 115
2 6 115
1 3 116
8 6 116
3 1 116
6 8 116
1 3 117
8 6 117
6 8 118
3 1 118
1 3 118
8 6 119
6 8 119
8 6 120
6 8 120
8 6 121
3 1 121
1 3 122
6 8 122
3 1 122
8 6 122
1 3 123
6 8 123
3 1 123
8 6 123
6 8 124
8 6 124
1 3 124
3 1 124
1 3 125
6 8 125
8 6 126
2 6 126
3 1 126
6 2 127
6 8 127
8 6 127
6 8 128
2 6 128
8 6 128
6 2 129
6 8 129
2 6 130
6 2 130
2 6 131
6 2 132
2 6 132
6 2 133
2 6 133
1 3 133
3 1 134
6 2 134
2 6 135
6 2 136
2 6 136
6 2 137
2 6 138
2 0 138
6 2 138
2 6 139
6 2 139
9 7 139
9 11 139
0 2 139
7 9 140
2 6 140
2 0 140
6 2 140
11 9 140
9 11 141
2 6 141
11 9 141
7 9 141
0 2 141
2 0 142
0 2 142
9 11 142
7 9 142
9 7 143
11 9 143
7 9 143
2 0 143
9 7 144
9 11 144
11 9 144
0 2 144
7 9 144
6 8 145
2 0 145
9 7 145
9 11 145
8 6 145
11 9 145
7 9 145
0 2 146
9 7 146
9 11 146
2 0 146
6 8 146
8 6 147
0 2 147
2 0 147
7 9 147
6 8 147
11 9 147
8 6 148
9 7 148
9 11 148
6 8 148
7 9 148
11 9 149
8 6 149
9 7 149
9 11 149
6 8 150
11 9 150
8 6 150
7 9 150
6 8 151
9 7 151
9 11 151
2 6 151
8 6 151
11 9 152
7 9 152
9 11 152
6 2 152
6 8 152
2 6 153
8 6 153
11 9 153
6 2 153
6 8 153
2 6 154
6 2 154
9 11 154
8 6 154
2 6 155
6 2 155
6 8 155
11 9 155
8 6 155
2 6 156
6 2 156
6 8 156
8 6 156
9 11 156
6 8 157
2 6 157
8 6 157
11 9 157
9 11 158
11 9 158
6 2 158
6 8 158
8 6 159
9 11 159
2 6 159
6 2 159
6 8 159
11 9 159
2 6 160
9 11 160
8 6 160
11 9 160
6 2 161
6 8 161
9 11 161
11 9 161
8 6 162
6 8 162
9 11 162
2 6 162
8 6 163
11 9 163
9 11 163
6 2 163
6 8 163
2 6 164
8 6 164
11 9 164
6 2 164
6 8 164
9 11 164
2 6 165
11 9 165
6 2 165
9 11 165
8 6 165
2 6 166
11 9 166
6 2 166
6 8 166
9 11 167
7 11 167
11 9 167
11 7 167
8 6 167
2 6 167
2 8 167
6 2 167
6 8 167
7 9 168
7 11 168
11 7 168
9 7 168
9 11 168
3 4 168
4 3 168
8 6 168
8 2 168
2 6 168
2 8 168
6 2 169
6 8 169
7 9 169
7 11 169
11 9 169
11 7 169
3 4 169
2 6 169
8 6 169
8 2 169
9 7 169
9 11 169
11 9 170
2 8 170
7 9 170
7 11 170
8 2 170
6 2 170
6 8 170
9 7 170
9 11 170
11 9 171
11 7 171
7 9 171
7 11 171
8 6 171
2 6 171
6 2 171
6 8 171
9 7 171
9 11 171
2 6 172
8 6 172
6 2 172
6 8 172
7 9 172
11 9 172
11 7 172
9 11 173
11 9 173
7 9 173
7 11 173
8 6 173
2 6 173
6 2 173
6 8 173
2 6 174
11 7 174
8 6 174
9 7 174
9 11 174
6 2 174
6 8 174
2 6 175
8 6 175
11 9 175
7 9 175
7 11 175
9 7 175
9 11 175
6 2 175
6 8 175
2 6 176
6 2 176
11 9 176
11 7 176
8 6 176
7 9 176
7 11 176
11 7 177
6 8 177
2 6 177
9 7 177
9 11 177
7 9 178
7 11 178
6 2 178
8 6 178
2 6 179
9 7 179
6 2 179
6 8 179
8 6 179
11 7 179
7 9 180
7 11 180
6 8 180
2 6 180
11 7 180
9 7 180
9 11 180
11 9 181
9 11 181
8 6 181
7 9 181
7 11 181
6 2 181
6 8 181
8 6 182
6 8 182
2 6 182
9 7 182
11 9 182
11 7 182
7 9 182
7 11 182
6 2 183
2 6 183
11 7 183
7 11 183
9 7 183
9 11 183
8 6 183
7 9 184
11 9 184
11 7 184
6 2 184
6 8 184
7 11 185
11 7 185
8 6 185
6 8 185
9 7 185
9 11 185
2 6 185
7 9 186
7 11 186
11 9 186
11 7 186
8 6 186
9 7 186
9 11 186
6 2 186
6 8 186
2 6 187
7 9 187
7 11 187
6 2 187
8 6 187
11 9 187
11 7 187
9 7 187
9 11 187
2 6 188
7 9 188
7 11 188
6 2 188
6 8 188
8 6 188
11 9 188
11 7 188
9 11 188
2 6 189
11 9 189
6 2 189
6 8 189
7 9 189
7 11 189
11 7 190
9 7 190
9 11 190
2 6 190
6 2 190
8 6 190
7 9 190
7 11 190
9 7 191
11 9 191
11 7 191
6 8 191
2 6 191
1 3 191
7 9 191
7 11 191
3 1 191
9 7 192
9 11 192
11 9 192
11 7 192
6 2 192
8 6 192
1 3 192
9 11 193
6 8 193
7 9 193
7 11 193
2 6 193
8 6 193
6 2 194
6 8 194
2 6 194
9 7 194
7 9 194
11 9 194
11 7 194
6 2 195
9 7 195
9 11 195
8 6 195
7 9 195
7 11 195
2 6 195
6 2 196
6 8 196
2 6 196
11 9 196
11 7 196
9 7 196
9 11 196
7 9 196
7 11 196
8 6 197
9 7 197
6 2 197
6 8 197
11 9 197
11 7 197
8 6 198
8 2 198
2 6 198
9 11 198
7 9 198
7 11 198
11 9 199
11 7 199
7 11 199
6 2 199
6 8 199
11 7 200
7 11 200
8 6 200
9 11 200
2 6 200
11 9 201
11 7 201
6 2 201
6 8 201
9 11 201
8 6 201
2 6 202
7 11 202
6 2 202
6 8 202
11 9 202
11 7 202
7 11 203
11 7 203
9 11 203
8 6 203
7 11 204
6 2 204
6 8 204
11 9 204
11 7 204
9 7 204
9 11 204
11 9 205
9 11 205
8 6 205
6 8 205
7 9 205
7 11 205
8 6 206
11 9 206
11 7 206
7 11 206
11 7 207
9 11 207
6 8 207
11 9 208
9 11 208
7 11 208
8 6 208
11 9 209
11 7 209
6 8 209
9 11 209
11 9 210
8 6 210
1 3 210
6 8 211
3 1 211
1 3 211
9 11 211
8 6 211
3 1 212
11 9 212
6 8 212
1 3 212
9 11 212
11 9 213
9 11 213
8 6 213
3 1 213
2 6 213
1 3 214
6 2 214
6 8 214
11 9 214
11 7 214
2 6 214
7 11 214
3 1 214
9 11 215
6 2 215
8 6 215
8 2 215
1 3 215
11 9 215
2 6 215
2 8 215
8 2 216
3 1 216
6 2 216
6 8 216
9 11 216
1 3 217
8 6 217
2 6 217
2 8 217
11 9 217
9 11 217
11 9 218
6 2 218
6 8 218
1 3 218
9 11 218
8 6 218
8 2 218
1 3 219
6 8 219
3 1 219
11 9 219
9 11 219
2 6 219
2 8 219
8 6 220
8 2 220
2 8 220
11 9 220
9 11 220
6 2 220
6 8 220
2 6 221
11 9 221
8 6 221
8 2 221
2 8 222
9 11 222
6 2 222
6 8 222
8 6 222
8 2 222
11 9 223
6 8 223
2 6 223
2 8 223
9 11 223
8 6 223
8 2 223
11 9 224
11 1 224
6 2 224
6 8 224
9 11 224
2 6 225
8 6 225
11 9 225
9 11 225
1 11 225
11 9 226
11 1 226
6 2 226
6 8 226
1 11 226
11 1 227
2 6 227
1 11 227
8 6 227
9 11 227
11 9 228
11 7 228
11 1 228
1 11 228
6 2 228
6 8 228
9 11 228
2 6 228
6 2 229
2 6 229
8 6 229
11 9 229
11 1 229
9 11 229
1 11 230
6 2 230
6 8 230
11 9 230
11 1 230
9 11 230
8 6 230
2 6 231
11 9 231
1 11 231
9 11 231
6 2 231
6 8 231
9 1 232
8 6 232
2 6 232
11 9 232
11 1 232
9 11 233
1 9 233
1 11 233
11 9 233
11 1 233
6 2 233
6 8 233
1 11 234
11 7 234
11 1 234
7 11 234
7 1 234
9 11 234
9 1 234
8 6 234
1 9 235
1 7 235
1 11 235
11 9 235
11 7 235
11 1 235
6 8 235
9 11 235
9 1 235
8 6 236
11 9 236
7 11 236
7 1 236
1 9 236
1 7 236
1 11 236
9 11 236
9 1 236
6 8 236
8 6 237
7 1 237
0 2 237
6 8 237
1 9 237
1 7 237
3 4 237
11 9 237
11 7 237
11 1 237
1 11 238
9 11 238
9 1 238
4 3 238
7 11 238
7 1 238
2 0 238
8 6 238
6 8 238
0 2 238
11 9 238
11 7 238
11 1 238
3 4 238
9 11 239
7 11 239
11 9 239
11 7 239
2 0 239
1 9 239
1 7 239
1 11 239
0 2 239
8 6 239
4 3 239
11 1 240
2 0 240
3 4 240
0 2 240
4 3 240
1 11 240
9 11 240
9 1 240
6 8 240
7 11 240
7 1 240
2 0 241
8 6 241
1 9 241
1 7 241
3 4 241
7 1 241
6 8 241
11 9 241
11 7 241
11 1 241
9 11 241
9 1 241
7 11 242
8 6 242
6 8 242
11 9 242
11 7 242
4 3 242
9 7 242
9 11 242
1 9 242
1 7 242
1 11 242
0 2 243
8 6 243
7 9 243
7 11 243
7 1 243
9 7 243
9 1 243
11 9 243
11 7 243
11 1 243
3 4 243
4 3 243
9 11 244
2 0 244
6 8 244
11 9 244
7 9 244
7 11 244
1 9 244
1 7 244
1 11 244
8 6 244
7 1 245
4 3 245
6 8 245
1 7 245
8 6 245
9 7 245
9 11 245
9 1 245
11 9 245
11 7 245
11 1 245
9 11 246
1 11 246
11 9 246
11 1 246
6 8 246
8 6 246
7 9 246
7 11 246
7 1 246
11 7 247
1 3 247
1 7 247
1 11 247
3 1 247
9 7 247
9 11 247
6 8 247
8 6 247
11 9 248
11 1 248
6 8 248
1 3 248
1 11 248
8 6 248
3 1 248
7 9 248
7 11 248
7 1 248
11 7 249
6 8 249
8 6 249
1 3 249
1 7 249
9 7 249
9 11 249
7 9 249
7 11 249
7 1 249
6 8 250
9 7 250
9 1 250
3 4 250
4 3 250
11 9 250
11 7 250
1 3 250
8 6 251
9 7 251
9 11 251
7 11 251
3 4 251
3 1 251
11 9 251
11 7 251
4 3 251
6 8 251
1 3 252
3 4 252
3 1 252
8 6 252
9 11 252
4 3 252
11 9 252
7 11 252
7 9 253
9 11 253
11 9 253
11 7 253
1 3 253
3 4 253
3 1 253
6 8 253
8 6 254
4 3 254
1 9 254
1 3 254
6 8 254
7 9 254
7 11 254
11 7 254
3 4 254
3 1 254
9 11 254
9 1 254
1 9 255
1 3 255
9 1 255
8 6 255
6 8 255
4 3 255
11 9 255
7 9 255
7 11 255
3 4 255
3 1 255
4 3 256
9 11 256
3 4 256
11 9 256
11 7 256
8 6 256
1 9 256
1 3 256
6 8 256
7 9 256
7 11 256
9 7 257
9 11 257
9 1 257
1 9 257
3 1 257
8 6 257
4 3 257
11 9 257
11 7 257
6 8 257
7 9 257
7 11 257
1 3 258
3 4 258
3 1 258
11 7 258
9 7 258
9 11 258
9 1 258
8 6 258
7 9 259
7 11 259
6 8 259
8 6 259
1 9 259
1 3 259
1 4 259
11 9 259
11 7 259
4 3 259
6 8 260
9 7 260
9 11 260
9 1 260
11 9 260
3 4 260
3 1 260
7 9 260
7 11 260
1 9 260
1 3 260
8 6 261
9 11 261
9 1 261
6 8 261
1 9 261
11 9 261
11 7 261
7 11 261
3 4 261
3 1 261
8 6 262
1 3 262
6 8 262
9 11 262
9 1 262
11 9 262
11 7 262
8 6 263
1 9 263
6 8 263
9 11 263
9 1 263
7 11 263
3 4 263
3 1 263
7 9 264
1 9 264
1 3 264
11 9 264
11 7 264
8 6 264
4 3 264
3 4 265
3 1 265
1 3 265
1 7 265
9 7 265
9 11 265
9 1 265
7 9 265
7 11 265
7 1 265
6 8 265
9 7 266
8 6 266
3 1 266
7 9 266
1 9 266
1 3 266
1 7 266
11 9 266
11 7 266
6 8 266
3 1 267
9 7 267
9 11 267
9 1 267
1 9 267
1 3 267
7 9 267
7 11 267
7 1 267
11 9 267
11 7 267
8 6 267
9 7 268
9 11 268
9 1 268
7 9 268
7 11 268
6 8 268
11 9 268
11 7 268
8 6 268
1 9 268
1 7 268
6 2 269
6 8 269
9 7 269
9 11 269
9 1 269
11 9 269
1 9 269
8 6 269
7 9 269
7 11 269
7 1 269
6 2 270
6 8 270
1 7 270
11 7 270
8 6 270
9 7 270
9 11 270
9 1 270
7 9 270
7 11 270
7 1 270
6 2 271
6 8 271
11 9 271
11 7 271
8 6 271
9 7 271
9 11 271
7 9 271
7 11 271
1 9 271
1 7 271
7 1 272
11 9 272
11 7 272
1 7 272
6 2 272
6 8 272
8 6 272
2 6 272
9 7 272
9 11 272
9 1 272
11 9 273
1 9 273
7 9 273
7 11 273
7 1 273
9 7 273
9 11 273
9 1 273
7 9 274
9 7 274
11 9 274
11 7 274
11 1 274
1 9 274
1 11 274
9 11 275
9 1 275
11 9 275
11 1 275
7 9 275
7 11 275
1 9 275
1 11 275
9 7 276
9 11 276
9 1 276
11 9 276
11 7 276
11 1 276
7 9 276
7 11 276
7 1 276
11 7 277
7 11 277
1 9 277
1 11 277
9 7 277
9 11 277
9 1 277
7 9 278
9 7 278
11 9 278
11 7 278
11 1 278
1 9 278
1 11 278
11 1 279
9 11 279
9 1 279
1 9 279
1 11 279
7 9 279
7 11 279
1 7 280
4 3 280
9 7 280
9 1 280
11 9 280
11 7 280
11 1 280
7 9 280
7 11 280
7 1 280
11 7 281
9 7 281
9 11 281
3 4 281
1 9 281
1 7 281
1 11 281
4 3 281
11 9 282
11 1 282
3 4 282
9 11 282
9 1 282
4 3 282
1 9 282
1 11 282
7 9 282
7 11 282
7 1 282
3 4 283
2 6 283
11 9 283
11 7 283
11 1 283
9 7 283
9 11 283
9 1 283
7 9 283
7 11 283
1 9 283
1 7 283
1 11 283
11 9 284
11 7 284
11 1 284
9 7 284
9 11 284
9 1 284
7 9 284
7 11 284
7 1 284
4 3 284
1 9 285
1 7 285
1 11 285
7 1 285
3 4 285
11 9 285
11 7 285
11 1 285
9 7 285
9 11 285
9 1 285
1 9 286
1 7 286
1 11 286
4 3 286
11 9 286
11 1 286
7 9 286
7 11 286
7 1 286
1 7 287
1 11 287
11 7 287
11 1 287
7 11 287
7 1 287
9 7 287
9 11 287
9 1 287
3 4 287
4 3 287
3 4 288
1 9 288
1 7 288
1 11 288
7 9 288
7 1 288
11 9 288
11 7 288
11 1 288
4 3 288
1 7 289
1 11 289
9 7 289
9 11 289
9 1 289
11 9 289
11 1 289
7 9 289
7 11 289
7 1 289
3 4 289
1 9 290
1 11 290
7 1 290
11 7 290
11 1 290
4 3 290
4 1 290
9 7 290
9 11 290
9 1 290
0 2 291
11 9 291
1 9 291
1 7 291
1 11 291
1 4 291
3 4 291
2 0 291
7 9 291
7 11 291
7 1 291
1 7 292
7 1 292
9 7 292
9 11 292
9 1 292
0 2 292
4 3 292
11 9 292
11 7 292
